Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
1/11/2000,14.4231,3.7333,2.152,14.8921,1.6311,2.4647,0.2983,0.469,0.423,0.1383,1.6469,0.6152,5.4438,1.57,2.6517,0.8387,5.0901,1.9969,1.0312,2.7683,5.5808,3.4932,1.658,5.8845,9.3165,2.4337,8.586,16.4171,2.9117,9.6713,17.7761,15.5423,20.6303,25.4686,26.5191,62.5326,123.4182,303.3733,385.9837,388.9568,374.9035,363.6052,332.3363,334.5377,335.5787,339.9229,348.4095,356.325,356.5948,380.7509,381.6917,395.9429,398.474,398.4075,399.0041,399.1291,402.6993,404.9963
1/12/2000,7.1391,1.7019,1.4029,6.9533,0.8588,1.1472,0.1425,0.2182,0.1914,0.0624,0.7861,0.2894,2.5902,1.6288,1.8551,0.4322,2.4019,0.9604,0.7782,1.9485,2.6458,1.6932,1.1034,2.9033,4.5332,2.0836,4.2735,8.7393,2.4399,5.3727,9.9083,10.9093,11.6262,16.8653,17.3459,55.1313,103.2012,267.0174,376.2025,388.9415,386.0451,378.6802,333.102,333.6946,336.2347,340.1025,344.8609,348.7161,349.0607,362.8644,364.034,372.2609,373.4871,373.8671,374.4849,374.9902,377.1296,380.1546
1/13/2000,3.6043,0.8717,0.6786,3.5452,0.4289,0.5852,0.0725,0.1115,0.0982,0.0322,0.3993,0.1475,1.3171,1.3413,0.8886,0.2165,1.2228,0.487,0.3692,0.9331,1.3458,0.8581,0.5324,1.4662,2.2959,0.9766,2.1541,4.3571,1.1437,2.6628,4.8959,9.6691,5.737,11.7022,11.9472,47.5686,85.5988,230.0575,363.2185,380.5699,388.5406,387.1239,338.252,334.6098,335.7271,338.1947,340.5756,342.5597,342.7284,349.5569,350.1089,354.1916,354.8063,354.9806,355.2635,355.4895,356.5459,357.9735
1/14/2000,23.4247,6.1647,3.2614,24.4756,2.6134,4.0535,0.4881,0.7714,0.6998,0.2289,2.6947,1.0094,8.9137,1.5619,3.9312,1.3506,8.3485,3.2626,1.4896,4.0961,9.1447,5.6987,2.4963,9.5644,15.1851,3.3431,13.931,26.2397,4.0384,15.3023,28.1035,9.1569,32.536,9.909,11.5582,39.3782,71.7269,199.1264,347.1155,369.7278,382.6121,386.9861,349.3507,341.6643,335.7426,342.1861,355.5992,368.5114,368.8121,406.769,407.8039,430.1497,434.2965,433.8868,434.6474,434.5417,440.0889,442.5158
1/15/2000,33.5711,8.5809,5.2628,34.3493,3.8348,5.6823,0.6905,1.0813,0.9714,0.3177,3.8112,1.4202,12.5926,2.8511,6.5796,1.9653,11.7597,4.6269,2.6009,6.8779,12.9029,8.1039,4.0706,13.6898,21.6265,6.3221,20.0038,38.6706,7.5286,22.9528,42.2133,8.8324,49.0982,9.3361,11.6013,37.5423,61.4918,174.7998,325.6532,357.2706,372.5581,379.8282,364.5051,354.9212,338.9113,349.1676,369.2975,387.6229,388.3905,445.967,448.6587,482.6606,488.5272,488.6687,490.3059,490.8972,499.4723,506.1505
1/16/2000,30.2545,7.5833,5.0874,30.5267,3.5085,5.0462,0.6171,0.9601,0.857,0.2801,3.405,1.2644,11.2424,4.168,6.4828,1.7883,10.4776,4.1408,2.6172,6.7885,11.5083,7.2667,3.9578,12.3264,19.41,6.5972,18.049,35.4748,7.8033,21.2822,39.1648,9.2218,45.6704,9.0388,11.0217,47.0509,53.1936,153.6607,297.465,338.6699,360.412,369.3052,378.9054,370.0963,346.6092,354.8139,373.4394,389.8029,390.664,444.3936,447.4728,479.2598,484.5051,485.0423,486.7972,487.7691,495.8551,503.7588
1/17/2000,26.8905,6.7454,4.5083,27.1477,3.1165,4.4879,0.5486,0.8541,0.7625,0.2491,3.0277,1.1245,9.9966,4.6228,5.7404,1.5888,9.3171,3.6818,2.3159,6.0108,10.233,6.4601,3.5069,10.9569,17.2549,5.8305,16.0418,31.5072,6.8948,18.8944,34.7603,8.6868,40.5331,9.2287,10.9926,58.5853,46.0057,133.2726,264.5388,312.4079,343.3024,355.7013,388.3705,383.2193,358.4124,362.6196,379.0419,393.4642,394.1672,441.7676,444.3835,472.4989,477.1667,477.5715,479.1091,479.9295,487.0499,493.8575
1/18/2000,14.5976,3.5298,2.7522,14.3591,1.7384,2.3704,0.2931,0.4508,0.3977,0.13,1.6174,0.5968,5.3326,4.0881,3.6059,0.8777,4.9518,1.9732,1.4988,3.7848,5.4496,3.4745,2.1593,5.9388,9.2964,3.9601,8.7282,17.6574,4.6437,10.7846,19.8681,8.7741,23.274,8.8606,9.7738,61.0011,42.2197,113.5694,231.3322,279.921,319.0362,336.245,390.4385,390.609,371.6267,371.3434,380.6072,388.2102,388.6995,416.1015,418.0383,434.2313,436.7089,437.2701,438.3459,439.1422,443.2863,448.5085
1/19/2000,29.2237,7.5706,4.3467,30.1892,3.3025,4.997,0.6046,0.9507,0.858,0.2806,3.3383,1.2467,11.0353,3.6365,5.3503,1.6988,10.3188,4.047,2.0785,5.5858,11.3122,7.0798,3.3473,11.9243,18.8803,4.8962,17.397,33.2398,5.8586,19.5736,35.964,13.4165,41.7395,9.0729,11.0682,56.8248,44.759,95.6896,201.5762,246.7836,288.426,309.9727,386.0635,392.0206,383.7495,385.8106,402.7189,418.4585,418.86,467.5286,469.1865,497.7671,502.8841,502.6457,503.7673,503.9039,511.0433,515.2394
1/20/2000,8.5125,1.8703,2.0398,7.8352,1.0798,1.2883,0.1645,0.2451,0.2086,0.0681,0.9057,0.3286,2.9747,3.2525,2.8019,0.5337,2.7355,1.1145,1.2188,2.9517,3.028,1.9793,1.624,3.4501,5.3207,3.4409,5.1192,11.0844,3.9939,7.0433,13.017,20.1971,15.395,12.9853,13.4093,50.1474,51.6852,80.5544,176.1075,215.6097,255.5741,278.4111,376.2625,386.5623,391.4182,393.7099,399.8132,404.1443,404.6883,423.0339,425.0633,435.9836,437.3877,438.2341,439.2698,440.3036,443.1737,448.6027
1/21/2000,10.8216,2.7797,1.6625,11.1117,1.2311,1.8387,0.2232,0.3498,0.3148,0.103,1.2318,0.4593,4.0703,2.4903,2.0656,0.6315,3.8028,1.4943,0.8116,2.159,4.17,2.6165,1.284,4.4137,6.9784,1.9534,6.4448,12.4057,2.3256,7.3399,13.4814,23.9749,15.6648,19.2077,19.9053,45.5407,57.0867,68.311,153.6832,187.0755,223.9801,245.9534,361.2248,375.1194,392.6241,396.1336,402.5616,408.4686,408.6894,427.0563,427.8211,438.6688,440.5629,440.5672,441.0418,441.1844,443.9076,445.8774
1/22/2000,9.4992,2.3762,1.6083,9.5715,1.1033,1.582,0.1935,0.3009,0.2685,0.0878,1.0681,0.3967,3.5261,1.881,2.0533,0.5621,3.2855,1.2994,0.8305,2.1498,3.6097,2.2803,1.2518,3.8704,6.0924,2.1,5.6689,11.1581,2.481,6.702,12.3338,23.4252,14.3874,23.3169,23.9245,40.3237,57.5581,58.5599,133.0297,163.3337,194.792,214.987,341.2733,359.4908,387.7465,395.2766,401.293,406.5912,406.9418,423.9645,425.0643,435.2063,436.8635,437.0777,437.6808,438.0506,440.6386,443.355
1/23/2000,3.4463,0.7945,0.7401,3.2775,0.4243,0.5401,0.0678,0.1028,0.089,0.0292,0.3742,0.1368,1.2311,1.3967,0.9965,0.2117,1.1376,0.4584,0.4254,1.0485,1.2553,0.8109,0.5857,1.3992,2.1736,1.1708,2.0663,4.3338,1.3643,2.7022,4.9848,20.866,5.8686,23.4234,23.6333,37.0003,53.9943,51.1307,113.8264,141.4979,169.7203,187.0898,315.7814,338.3154,377.1391,386.6134,389.271,391.407,391.7422,398.9294,399.8201,404.2373,404.8425,405.185,405.5962,406.0054,407.1907,409.3428
1/24/2000,3.6039,0.9164,0.5745,3.6748,0.4131,0.608,0.0739,0.1157,0.1038,0.0339,0.4084,0.1521,1.3492,0.9582,0.7215,0.2114,1.2591,0.4958,0.2869,0.7548,1.3814,0.8691,0.4452,1.4694,2.3193,0.7046,2.1477,4.1681,0.8355,2.4812,4.5586,18.986,5.3058,21.264,21.5192,36.0384,48.9766,46.8997,96.5293,121.1998,147.3285,162.8768,286.1429,311.9983,361.5239,373.2924,375.8521,378.2439,378.5273,385.0282,385.6217,389.6555,390.3169,390.4545,390.7302,390.9356,391.9927,393.2911
1/25/2000,9.2393,2.4023,1.3543,9.5696,1.0412,1.5842,0.1914,0.3013,0.2722,0.0891,1.0569,0.3952,3.4946,0.8634,1.6596,0.5361,3.2692,1.2812,0.6411,1.7318,3.5836,2.2401,1.0416,3.7707,5.9737,1.4955,5.4992,10.4724,1.7936,6.153,11.308,15.6276,13.1173,19.1684,19.821,34.0705,44.0507,46.8025,81.6693,103.5977,126.6634,141.0066,255.1597,282.6673,341.1891,357.4821,363.3693,368.9895,369.3974,385.0768,386.0016,395.4783,397.1488,397.2169,397.7049,397.9082,400.3367,402.3194
1/26/2000,8.651,2.1701,1.4508,8.7338,1.0026,1.4438,0.1766,0.2746,0.2452,0.0803,0.974,0.3617,3.2157,1.0936,1.848,0.5111,2.9974,1.1844,0.7453,1.9348,3.292,2.0783,1.1282,3.5247,5.551,1.8762,5.1613,10.137,2.2204,6.0793,11.1873,11.8883,13.045,16.0892,16.6802,32.6676,40.057,49.9802,69.4207,88.4312,108.3664,121.0733,225.0569,252.2089,316.3648,336.3604,342.3218,347.716,348.2891,364.0797,365.4439,375.0957,376.648,376.9893,377.6497,378.1378,380.6553,383.7427
1/27/2000,4.2628,1.0207,0.8269,4.1644,0.5111,0.6872,0.0852,0.1307,0.1149,0.0375,0.4704,0.1733,1.5502,1.1507,1.0902,0.2575,1.4381,0.5743,0.456,1.1449,1.5832,1.0123,0.65,1.7335,2.7094,1.2168,2.5505,5.198,1.4246,3.19,5.8776,9.1678,6.8929,12.4531,12.7356,32.5616,37.392,53.7006,59.7515,75.0177,92.5354,103.5353,197.0306,222.183,287.9383,309.029,312.557,315.6504,316.2117,324.8967,326.1171,331.6367,332.4246,332.8549,333.3892,333.9128,335.4204,338.1503
1/28/2000,2.8889,0.7153,0.5054,2.8897,0.338,0.4776,0.0586,0.0909,0.0808,0.0264,0.3235,0.1198,1.0674,0.903,0.6506,0.1717,0.9936,0.3937,0.2657,0.682,1.0917,0.6916,0.3945,1.1764,1.8488,0.682,1.7245,3.4237,0.8029,2.0662,3.8018,6.6535,4.44,9.5414,9.7443,30.1728,35.4682,55.3556,52.8682,63.9386,78.6642,88.2716,171.5812,194.2247,257.7074,278.8407,281.4163,283.8332,284.3221,290.1008,291.0249,294.8333,295.4033,295.7095,296.0916,296.467,297.5297,299.4578
1/29/2000,2.3212,0.5795,0.3958,2.3354,0.2701,0.3862,0.0472,0.0735,0.0655,0.0213,0.2608,0.0967,0.8609,0.6108,0.5059,0.1375,0.8021,0.3172,0.2051,0.5302,0.8811,0.557,0.3083,0.9459,1.4881,0.5207,1.3853,2.7318,0.6146,1.6423,3.0222,5.2537,3.5267,7.0458,7.2109,24.3369,33.9559,54.0996,49.2258,55.8662,66.9948,75.0357,148.6124,168.9892,227.7082,248.2849,250.4824,252.5892,253.0517,257.7408,258.5836,261.74,262.2069,262.4883,262.823,263.1661,264.054,265.7565
1/30/2000,3.0654,0.7835,0.4809,3.1361,0.3503,0.5189,0.0632,0.0986,0.0887,0.0289,0.3479,0.1296,1.1498,0.466,0.6013,0.1793,1.0739,0.4225,0.2376,0.6284,1.178,0.74,0.372,1.25,1.9749,0.5783,1.8266,3.5321,0.6879,2.0969,3.8543,5.7016,4.4817,5.5386,5.7492,18.2727,32.7933,50.7021,48.8554,51.1031,58.1571,64.2322,127.9845,146.3275,199.5368,219.0058,221.5578,224.033,224.4725,230.2419,231.0457,234.8119,235.4065,235.6455,235.9743,236.2761,237.3116,238.9278
1/31/2000,5.5893,1.4414,0.8461,5.7557,0.6339,0.9525,0.1152,0.1811,0.1634,0.0536,0.6371,0.2377,2.1058,0.5345,1.0469,0.3256,1.9683,0.7729,0.4092,1.0936,2.1585,1.3524,0.6525,2.2802,3.607,0.9744,3.3283,6.3836,1.1644,3.7685,6.9282,6.2407,8.0469,5.6623,6.0398,14.4718,30.9405,46.4743,50.7176,49.8489,52.545,56.3994,109.8298,126.2214,174.015,192.5312,196.487,200.2791,200.7273,210.6158,211.5093,217.6721,218.7126,218.899,219.3116,219.5955,221.222,223.0889
2/1/2000,26.983,7.0779,3.812,28.1263,3.0186,4.6578,0.5611,0.8864,0.8031,0.2628,3.0994,1.1602,10.251,1.4059,4.6165,1.5587,9.5978,3.7535,1.7592,4.8126,10.5151,6.5584,2.9215,11.0156,17.4792,3.9936,16.0503,30.3246,4.8152,17.7232,32.5546,5.5277,37.7124,6.1673,8.0517,16.2743,27.361,42.5485,52.9707,52.7477,50.4467,52.0188,94.9696,109.948,152.0247,174.051,190.1436,205.6258,206.2927,250.7067,252.4579,278.8921,283.7012,283.4811,284.5536,284.6793,291.3296,295.2034
2/2/2000,218.4004,57.5183,30.3218,228.3126,24.3516,37.8134,4.5504,7.1956,6.5278,2.1354,25.1319,9.4148,83.1355,9.0831,36.5122,12.5875,77.8696,30.4261,13.818,38.0414,85.2935,53.1408,23.1995,89.176,141.6004,30.9367,129.876,244.4793,37.3998,142.5255,261.7537,4.8354,303.0276,6.0559,21.4006,51.4746,23.3051,40.03,54.1714,71.1895,53.1098,52.6445,90.9222,109.3812,141.1736,207.667,332.8072,453.4489,456.3161,809.8705,819.5907,1027.7395,1066.3567,1062.6104,1069.6838,1068.5467,1120.3055,1142.5741
2/3/2000,61.9794,13.4741,15.1851,56.6411,7.9134,9.3075,1.1924,1.7701,1.502,0.4895,6.5647,2.3781,21.5543,16.7331,20.9366,3.9043,19.8018,8.0873,9.1358,22.0627,21.9319,14.3754,12.1002,25.1104,38.6617,25.9093,37.2949,81.2997,30.0726,51.8655,95.9033,4.6148,113.5121,5.4802,8.7849,119.1707,20.2178,38.3719,53.383,80.2363,66.5226,58.309,90.0907,106.6533,134.5505,191.7104,238.3253,271.6384,276.6768,413.3016,430.112,512.293,522.6201,529.7637,538.0266,546.5565,568.4363,612.2003
2/4/2000,6.8758,1.2011,2.3685,5.4273,0.9823,0.8864,0.1223,0.1684,0.1317,0.0428,0.6719,0.233,2.1897,14.1712,3.4191,0.4668,1.9544,0.8393,1.5599,3.6234,2.1822,1.524,1.9224,2.7579,4.1261,4.6905,4.1632,10.2717,5.3581,6.9381,12.8023,4.8021,15.326,4.8308,5.0856,181.9812,22.4511,36.6595,50.6501,64.1539,77.2932,71.2749,82.9763,92.8097,123.5135,142.9461,149.7378,153.8801,155.1268,174.4345,178.0154,190.1815,191.3291,193.1322,194.7515,196.822,200.2192,209.9691
2/5/2000,15.273,4.001,2.1701,15.9058,1.7111,2.6332,0.3174,0.5011,0.4538,0.1483,1.7531,0.6563,5.7964,7.3652,2.6337,0.8832,5.427,2.1241,1.0073,2.7439,5.9487,3.7097,1.6658,6.2385,9.8966,2.2994,9.0888,17.1911,2.7515,10.0562,18.4597,9.0885,21.3878,4.9749,6.0336,158.3235,42.126,35.0523,47.0979,54.6119,68.2905,74.6492,75.8776,83.3939,110.887,124.2982,133.4751,142.2965,142.7005,167.9088,168.9828,184.0708,186.7843,186.6468,187.3062,187.4758,191.2712,193.6815
2/6/2000,28.9684,7.4725,4.3839,29.835,3.2853,4.9374,0.5981,0.9395,0.8466,0.2768,3.3022,1.2327,10.9153,3.7953,5.4252,1.6878,10.2033,4.0052,2.1195,5.6662,11.1884,7.0106,3.3801,11.8174,18.6968,5.0478,17.2511,33.0914,6.035,19.5288,35.905,32.9934,41.7059,9.5246,11.4368,87.9695,85.0595,33.0951,43.7048,52.117,57.4824,64.8151,71.3409,77.916,98.5965,116.3926,133.866,150.1163,150.8662,199.9437,202.2128,231.3175,236.4369,236.5317,237.8446,238.242,245.6267,251.0165
2/7/2000,29.7474,7.5036,4.8932,30.1516,3.433,4.9853,0.6084,0.9487,0.8485,0.2774,3.3575,1.2481,11.0882,3.747,6.199,1.7531,10.3407,4.0806,2.4875,6.4881,11.3521,7.1565,3.7993,12.123,19.1108,6.2012,17.7405,34.6776,7.349,20.7412,38.1512,73.5762,44.4548,30.9296,32.6881,52.7711,132.4207,30.2616,40.9457,50.2105,53.0031,56.3927,71.6285,74.9722,89.743,107.8486,126.3744,142.9145,143.8995,196.4048,199.5062,230.7318,235.9341,236.4355,238.174,239.1254,247.0628,254.7611
2/8/2000,74.1266,19.2669,10.8787,76.7594,8.3547,12.7069,1.5355,2.418,2.1842,0.7144,8.4793,3.1692,28.0353,5.8139,13.3359,4.3017,26.2232,10.2779,5.1553,13.9169,28.7463,17.9732,8.3677,30.2493,47.9231,12.0322,44.1197,84.0436,14.429,49.3893,90.7602,80.3671,105.2901,66.7365,71.6589,61.5331,148.2832,26.9795,38.8334,50.8766,51.0424,53.0776,77.0947,78.7696,85.8573,112.0616,155.5528,196.4559,197.8192,321.0823,325.6449,398.4114,411.4729,410.9312,413.8943,414.3292,432.5558,443.534
2/9/2000,50.0306,12.2759,9.0244,49.7258,5.8953,8.2125,1.011,1.5623,1.3847,0.4525,5.5781,2.064,18.401,8.0258,11.7036,2.9882,17.1135,6.797,4.8126,12.2729,18.8205,11.951,7.0567,20.367,31.9564,12.4992,29.8901,59.773,14.7122,36.2572,66.7807,53.4537,78.0933,78.1295,81.3649,95.6628,123.2224,25.1528,37.0752,51.1251,50.9097,51.5806,81.1341,84.6894,85.5562,110.9253,143.042,170.3278,172.2924,264.7018,271.3195,326.2755,334.9149,336.6302,340.2219,342.7408,356.8435,373.7277
2/10/2000,11.2661,2.3751,2.9273,10.0812,1.464,1.6552,0.2143,0.3147,0.2643,0.0861,1.1793,0.4244,3.8686,7.2983,4.0723,0.7176,3.5416,1.4559,1.7935,4.2966,3.9264,2.5966,2.3411,4.5593,6.9877,5.1546,6.7872,15.0859,5.9576,9.7187,17.9488,31.1298,21.2864,57.3568,58.097,135.4449,87.3213,29.1889,35.2262,44.7918,50.9949,51.4512,77.9075,83.7536,86.2283,97.1177,105.9008,111.9746,113.0164,138.7993,142.2124,157.8292,159.7029,161.2296,162.8642,164.6671,168.866,177.9455
2/11/2000,7.0067,1.7474,1.1957,7.0445,0.8155,1.1644,0.1426,0.2217,0.1974,0.0647,0.7872,0.292,2.5987,4.4525,1.529,0.415,2.4201,0.9574,0.6205,1.6018,2.6582,1.6813,0.9322,2.8543,4.4922,1.5785,4.1809,8.2504,1.8546,4.96,9.1096,24.6372,10.6259,34.816,35.3734,143.1696,71.6622,45.2457,32.9604,38.4309,46.438,49.7893,70.6513,77.7363,86.5792,90.1504,94.5677,98.4463,98.6931,111.2782,112.0708,119.5996,120.8264,120.9755,121.4245,121.7329,123.6503,125.7357
2/12/2000,5.707,1.4252,0.9724,5.7428,0.6639,0.9492,0.1161,0.1806,0.1609,0.0526,0.641,0.2379,2.1164,2.1476,1.2439,0.338,1.972,0.7801,0.5039,1.3025,2.1672,1.3693,0.7573,2.3261,3.6583,1.2791,3.405,6.7169,1.5095,4.0358,7.4293,28.9186,8.6719,25.9998,26.387,110.4268,83.2782,74.5455,30.2885,35.0663,40.2099,44.4587,63.5528,70.4126,84.429,88.5779,92.1939,95.3657,95.5776,105.8292,106.5027,112.6091,113.5965,113.751,114.1129,114.3215,115.8968,117.5672
2/13/2000,6.3486,1.611,1.0217,6.4626,0.7291,1.069,0.1302,0.2034,0.1822,0.0596,0.7185,0.2675,2.3737,1.2017,1.2866,0.3728,2.2149,0.8724,0.5131,1.3462,2.43,1.5299,0.792,2.5872,4.0839,1.2654,3.7851,7.3618,1.5022,4.3884,8.0644,38.8167,9.3878,28.6902,29.0694,71.3745,109.1257,106.7618,28.1144,32.3678,36.037,38.9555,58.1731,63.6183,79.2464,85.2149,89.2014,92.8124,93.042,104.171,104.83,111.4765,112.5973,112.7013,113.0608,113.2563,114.9492,116.5539
2/14/2000,57.7673,15.2281,7.9862,60.4301,6.436,10.0089,1.2042,1.9045,1.7284,0.5655,6.6503,2.4917,21.9999,2.6829,9.6031,3.3278,20.608,8.0508,3.6282,10.0037,22.5719,14.0593,6.1083,23.5884,37.4608,8.095,34.3506,64.6027,9.7914,37.6376,69.1228,40.8272,80.0082,37.2521,41.2661,55.6199,126.5834,125.0923,28.979,33.9576,33.3777,35.6112,56.5604,61.9492,74.6445,93.2114,126.2925,158.2504,159.0078,252.3608,254.8866,309.8548,320.0816,319.0508,320.8978,320.5758,334.2248,339.9721
2/15/2000,92.5181,23.7374,14.2959,94.92,10.5369,15.7045,1.9059,2.9881,2.688,0.8788,10.5211,3.9235,34.7679,6.9618,17.7994,5.4054,32.4804,12.7683,7.0033,18.5999,35.6308,22.3557,11.0441,37.7328,59.6482,16.8824,55.1142,106.1949,20.1345,62.8949,115.6511,30.4705,134.4354,40.2391,46.5251,73.9257,120.5299,121.4628,36.746,41.5611,34.0562,34.2761,58.5138,65.6733,73.764,107.3986,162.7408,213.5112,215.594,373.2825,380.4075,473.5746,489.7776,489.9659,494.3109,495.7309,519.2165,536.7347
2/16/2000,18.2329,3.6293,5.2408,15.7022,2.4458,2.5709,0.3392,0.4887,0.4011,0.1306,1.8652,0.6648,6.104,8.9588,7.4018,1.1873,5.5553,2.3146,3.3014,7.8159,6.182,4.147,4.2092,7.3633,11.1942,9.6433,11.0193,25.3217,11.1337,16.5997,30.7365,18.2272,36.6004,31.9695,32.89,112.5046,96.86,104.2351,53.9836,45.9264,39.733,36.3352,57.8394,64.4861,73.0878,93.8718,108.8974,118.6009,120.5865,165.0647,171.6414,198.5826,201.5572,204.63,207.7865,211.3461,218.638,236.0013
2/17/2000,28.4474,7.3776,4.2067,29.4112,3.2116,4.8688,0.5889,0.9264,0.8366,0.2736,3.2518,1.2147,10.7509,7.1242,5.1673,1.652,10.0533,3.9414,2.0046,5.3955,11.0178,6.8956,3.2395,11.6077,18.3837,4.7117,16.9315,32.3173,5.6276,19.0121,34.898,11.3394,40.4889,20.1688,22.1909,134.5661,75.9199,90.2474,78.391,54.08,45.1066,41.8143,53.9337,59.8949,71.2501,82.7461,99.575,115.3737,115.9625,163.4968,165.3561,193.548,198.5689,198.4213,199.5927,199.8646,206.9265,211.5757
2/18/2000,232.2464,61.1749,32.2225,242.8143,25.8925,40.2155,4.8391,7.6528,6.9427,2.271,26.727,10.0126,88.4121,11.8169,38.7927,13.3845,82.8138,32.3569,14.6772,40.4158,90.7094,56.5113,24.6524,94.8321,150.5838,32.8431,138.1092,259.9412,39.7039,151.5248,278.2767,14.2994,322.1495,13.1393,29.4789,142.156,75.4206,90.9233,101.9541,90.6762,53.5353,48.8011,58.4223,70.2312,77.0536,136.5473,269.1483,396.9526,399.758,775.2833,785.2356,1006.1019,1047.126,1042.9701,1050.3625,1048.9843,1103.8667,1126.8062
2/19/2000,25.1825,3.5838,10.6141,17.598,3.8861,2.843,0.4191,0.5399,0.3795,0.1225,2.2934,0.77,7.4152,16.8939,15.6818,1.8249,6.3905,2.9165,7.301,16.6152,7.2585,5.3328,8.6987,9.9592,14.6675,22.2192,15.343,41.01,25.4784,28.8351,53.8428,30.2699,64.9603,15.0573,15.6076,164.1313,94.6344,103.0714,114.879,118.8809,81.3885,62.7262,63.1027,73.248,81.9501,124.6559,150.8321,163.2581,168.0459,248.1429,264.2658,313.1969,316.8912,325.3481,332.8747,342.2438,355.9814,398.8955
2/20/2000,80.2158,21.1514,11.0701,83.9332,8.9327,13.9013,1.6722,2.6453,2.4008,0.7854,9.2353,3.4607,30.551,14.9717,13.2971,4.6195,28.6244,11.1794,5.0232,13.8554,31.3416,19.5245,8.4666,32.7525,52.0251,11.208,47.6815,89.6744,13.5339,52.2219,95.8312,45.558,110.9148,28.4079,33.9419,205.3867,118.0059,114.6601,113.8643,122.6589,111.1309,92.5094,64.2383,69.3396,82.6502,106.5326,152.4868,196.9624,198.034,327.6052,331.0881,407.5679,421.7941,420.3668,422.8673,422.4732,441.4927,449.8
2/21/2000,255.9623,66.7505,37.0645,265.7009,28.7736,43.9863,5.3101,8.3699,7.5691,2.4755,29.3231,10.9655,96.9625,18.3101,45.2477,14.8289,90.7287,35.5316,17.4056,47.2,99.4373,62.1175,28.4703,104.4708,165.6006,40.2333,152.3242,289.2961,48.3435,169.698,311.7908,45.586,361.5221,43.3414,61.0197,215.2712,137.448,116.3653,105.2038,141.3255,122.3746,116.4143,76.8716,86.0768,90.7458,163.6744,312.3587,452.9093,456.9523,879.3335,893.5527,1142.3677,1187.4071,1184.6847,1194.3265,1194.8994,1257.0388,1291.0235
2/22/2000,186.2681,45.9539,33.0228,185.8438,21.8603,30.7008,3.7732,5.8409,5.1859,1.6943,20.8173,7.7098,68.6868,26.3782,42.6493,11.0969,63.9139,25.3545,17.4616,44.708,70.2691,44.555,25.7916,75.8426,119.1072,45.0363,111.2384,221.4857,53.0786,133.9813,246.7554,55.623,288.3586,46.9037,58.8335,252.0679,158.377,106.9233,98.4637,148.4935,136.8642,128.9617,95.352,104.6469,102.6832,185.236,303.4562,404.6865,411.4311,752.029,775.1323,977.2905,1009.5033,1015.124,1027.771,1036.1873,1087.9951,1146.9732
2/23/2000,329.5418,85.0432,49.7677,339.4964,37.3567,56.1861,6.8057,10.6913,9.6361,3.1511,37.5768,14.0258,124.206,34.9715,61.5399,19.1936,116.0973,45.5743,24.0325,64.276,127.3029,79.7572,38.3764,134.4358,212.7263,57.1645,196.2264,376.1857,68.2961,222.0333,408.0383,85.6082,473.8718,56.4022,78.7758,363.7369,184.8624,95.2146,99.5346,148.4392,147.4798,144.0071,122.5811,129.2579,122.5034,224.1046,418.9724,599.6537,606.1855,1161.3049,1183.8649,1511.595,1569.4468,1568.5734,1582.7757,1586.3111,1668.5805,1724.3947
2/24/2000,73.6698,15.1962,19.9326,64.9804,9.6938,10.6543,1.389,2.0259,1.6849,0.5483,7.641,2.7422,25.0383,35.3669,27.9108,4.7353,22.8789,9.456,12.3538,29.4478,25.4161,16.8858,15.9647,29.7937,45.5216,35.7183,44.4559,100.0572,41.3006,64.9118,120.1293,90.3475,142.7275,81.0513,84.5393,436.4938,210.7429,91.4027,106.4291,140.801,148.62,149.4947,149.3182,148.8399,139.5089,203.3834,261.4465,300.2187,307.14,479.5305,503.0893,607.0423,619.0978,629.7096,641.194,653.8018,681.6753,743.9145
2/25/2000,284.4309,74.6914,39.9723,296.7062,31.789,49.1393,5.9191,9.3508,8.4755,2.7724,32.691,12.2385,108.1308,32.183,48.3204,16.4146,101.2477,39.583,18.3801,50.3708,110.9036,69.1619,30.6242,116.1225,184.2918,41.593,169.1604,319.3009,50.126,186.459,342.3137,95.4204,396.4514,90.495,110.3895,464.2917,246.7839,99.6994,112.6209,138.687,144.0905,150.1104,171.4674,173.1871,157.0584,229.4863,392.7849,549.3295,553.1295,1015.8995,1029.0708,1301.678,1351.9191,1347.5545,1357.0021,1356.0172,1423.8867,1455.432
2/26/2000,94.1977,21.1346,21.5594,87.9697,11.7957,14.474,1.8347,2.7528,2.3633,0.7708,10.1076,3.6821,33.2265,29.8219,29.3805,5.8579,30.6229,12.4176,12.6842,30.9286,33.8583,22.0078,17.1182,38.2132,59.1186,35.4258,56.5855,120.8074,41.1986,76.1951,140.7751,132.772,166.1731,97.1052,102.2484,437.7955,310.507,116.4513,112.7616,146.8663,139.9922,143.6812,187.9118,194.5646,177.0301,236.4258,304.0001,354.0434,360.3554,559.0769,580.8668,699.7934,715.5561,724.2509,735.2093,745.9772,777.3117,834.294
